video_id,nepali_captions,english_captions
e996zZ0uV_A_152_163 ,उसले जुसी पिइरहेको छ,he is drinking jusee
e996zZ0uV_A_152_163 ,जुस पिउने व्यक्ति,the person drinking juice
e996zZ0uV_A_152_163 ,एक जवान मानिस दुई मिल्कशेक खन्याइरहेको छ,a young man is pouring two milkshakes
e996zZ0uV_A_152_163 ,एक केटाले कपमा चकलेट दूध खन्याउछ,a boy pours chocolate milk into cups
e996zZ0uV_A_152_163 ,एक मानिस मगमा कफी खन्याउदै छ,a man is pouring coffee to a mug
e996zZ0uV_A_152_163 ,दुई केटा केहि बोल्दै,the two boys speaking something
e996zZ0uV_A_152_163 ,एउटा मानिसले दुई कपमा पेय खन्याइरहेको छ,a man is pouring a drink into two cups
e996zZ0uV_A_152_163 ,रस बनाउने,making the juice
e996zZ0uV_A_152_163 ,एक केटा मिल्कशेक खन्याइरहेको छ,a boy is pouring milkshakes
e996zZ0uV_A_152_163 ,एक मानिस चश्मामा तरल पदार्थ खन्याइरहेको छ,a man is pouring liquid into glasses
e996zZ0uV_A_152_163 ,एउटा केटाले दुई कपमा मिश्रण खन्याइरहेको छ,a boy is pouring a mixture in to two cups
e996zZ0uV_A_152_163 ,एक युवकले विद्युतीय फ्लाई स्वेटर कसरी काम गर्छ भनेर देखाउँछन्,a young man shows how an electronic flyswatter works
e996zZ0uV_A_152_163 ,एउटा मानिस प्लास्टिकको टम्बलरमा केही सामानहरू खन्याइरहेको छ,a man is pouring some stuffs into a plastic tumbler
e996zZ0uV_A_152_163 ,एक मानिस चश्मामा कुनै प्रकारको जुस हाल्दै,a man putting some kind of juice in to glasses
e996zZ0uV_A_152_163 ,एक केटा रक्सी खन्याइरहेको छ,a boy is pouring drinks
e996zZ0uV_A_152_163 ,एक व्यक्ति चकलेट मिश्रण बनाउँछ,a person make a chocolate mix
e996zZ0uV_A_152_163 ,batsu चर्च शिविर संस्करण,batsu church camp edition
e996zZ0uV_A_152_163 ,एउटा केटा कपमा केही खन्याइरहेको छ,a boy is pouring something into cups
e996zZ0uV_A_152_163 ,एक जना मानिसले दुईवटा प्लास्टिकको भाँडोमा जुसरको सामग्री खन्याए,a man pours the juicer contents into two plastic jars
e996zZ0uV_A_152_163 ,केटाहरू हल्लाउँदैछन्,guys are making the shake
e996zZ0uV_A_152_163 ,एक बूढा मान्छे कुरा गर्दै छन्,a old men is talking
e996zZ0uV_A_152_163 ,कसैले गिलासमा मिल्कशेक हाल्छ,someone pours milkshakes from a pitcher into glasses
e996zZ0uV_A_196_204 ,एउटा केटाले अर्को केटालाई लाठीले कुटिरहेको छ,a boy is beating other boy by stick
e996zZ0uV_A_196_204 ,एउटा केटाले तरवारले एउटा मानिसको पछाडि प्रहार गर्छ,a boy smacks a mans back with a sword
e996zZ0uV_A_196_204 ,एउटा केटाले एउटा मानिसलाई प्लास्टिकको तरवारले प्रहार गर्छ,a boy spanks a man with a plastic sword
e996zZ0uV_A_196_204 ,एउटा केटाले एक जनालाई तरवारले हिर्काउँछ,a boy whacks a man with a sword
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को मानिसलाई कुटिरहेको छ,a man is beating another man
e996zZ0uV_A_196_204 ,एउटा मानिसलाई लट्ठीले नितम्बमा प्रहार भइरहेको छ,a man is being hit on the buttock with a stick
e996zZ0uV_A_196_204 ,एक मानिस नितम्ब मा हिर्किरहेको छ,a man is getting hit in the butt
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्कोलाई ब्याटले प्रहार गर्दैछ,a man is hitting another with a bat
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को मानिसलाई नितम्बमा वस्तुले प्रहार गर्दैछ,a man is striking another man in the butt with an object
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को मानिसलाई लट्ठीले प्रहार गर्छ,a man strikes another man with a stick
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को केटालाई काठको क्लबले हान्दै छ,a man whacks another guy in the rear with a wooden club
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को मानिसलाई लट्ठीले प्रहार गर्दैछ,one man is hitting another man with a stick
e996zZ0uV_A_196_204 ,त्यो मानिसले अर्को मानिसलाई ब्याटले हिर्क्यो,the man hit the other man with a bat
e996zZ0uV_A_196_204 ,त्यो मानिसले अर्को मानिसलाई लट्ठीले हिर्क्यो,the man hit the other man with a stick
e996zZ0uV_A_196_204 ,त्यो मानिसले अर्को मानिसलाई लट्ठीले प्रहार गर्यो,the man spanked the other man with a stick
e996zZ0uV_A_196_204 ,प्लास्टिक तरवार प्रयोग गरेर,using a plastic sword
e996zZ0uV_A_196_204 ,केटाले अर्को व्यक्तिलाई कुटिरहेको छ,the boy is beating the another person
e996zZ0uV_A_196_204 ,एउटा केटाले मान्छेलाई हान्यो,a guy hits a man
e996zZ0uV_A_196_204 ,केटाले लठ्ठीले मान्छेको पछाडी कुट्दै,the boy beating a man s backside with a stick
e996zZ0uV_A_196_204 ,एउटा केटाले मान्छेलाई पछाडि हिर्काउँछ,a boy hits a man in the back
e996zZ0uV_A_196_204 ,एक युवकले काठको लट्ठीले अर्को मानिसलाई कुटिरहेका छन्,a young man is beating the other man by using the wooden stick
e996zZ0uV_A_196_204 ,एउटा केटा गोलो लट्ठीले मानिसको नितम्बमा हिर्किरहेको छ,a boy is hitting on a man s butt with a round stick
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को मानिसलाई लट्ठीले नितम्बमा हिर्काउँछ,a man hits another man on the butt with a stick
e996zZ0uV_A_196_204 ,एउटा केटाले अर्को केटालाई कुटिरहेको छ,a boy is beating the another boy
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को मानिसलाई लट्ठीले प्रहार गर्दैछ,a man is hitting another man with a stick
e996zZ0uV_A_196_204 ,एक जना मानिसलाई केटाले लाठीले प्रहार गरेको छ,a man is hit by a boy with the stick
e996zZ0uV_A_196_204 ,एक मानिसले अर्को मानिसलाई प्रहार गर्न वस्तु प्रयोग गर्दैछ,a man is using an object to hit another man
e996zZ0uV_A_196_204 ,एक व्यक्तिलाई काठको ब्याटले हिर्काएको छ,a person is being hitted by a wooden bat
e996zZ0uV_A_196_204 ,एउटा मानिसले अर्को केटालाई लट्ठीले हिर्काउँछ,a man hits another guy with a stick
e996zZ0uV_A_196_204 ,एक केटाले आफ्नो बुबालाई आफ्नो पीठमा लट्ठीले कुट्दै,a boy beating his father on his back with a stick
e996zZ0uV_A_196_204 ,एक मानिसले अर्को मानिसलाई लट्ठीले हिर्काउँदैछ,a man hitting other man with a stikck
e996zZ0uV_A_196_204 ,चर्च कम्प संस्करणमा,in the church comp edition
e996zZ0uV_A_196_204 ,एक केटाले मानिसलाई कुट्यो,a boy beat the man
e996zZ0uV_A_196_204 ,केटाले मानिसलाई पछाडि हान्यो,the boy hit the man on the back
e996zZ0uV_A_196_204 ,एक जना मानिसले बूढोलाई कुट्दै छ,a man is hitting a old man
e996zZ0uV_A_196_204 ,एक मानिसले कसैलाई कुटिरहेको छ,a man is beating someone
e996zZ0uV_A_68_72 ,एक केटाले बल फ्याँकिरहेको छ,a boy is throwing balls
e996zZ0uV_A_68_72 ,एक केटाले अर्को केटालाई बेसबल फ्याँकिरहेको छ जसले समातिरहेको छैन तर उनीहरूले हानिरहेको छ,a boy is throwing baseballs at another boy who is not catching but being hit by them
e996zZ0uV_A_68_72 ,एक केटा अर्को केटा मा टेनिस बल हान्दै छ,a boy is throwing tennis balls at another boy
e996zZ0uV_A_68_72 ,एक केटा अर्को केटा मा टेनिस बल हान्दै छ,a boy is throwing tennis balls at another boy
e996zZ0uV_A_68_72 ,एक केटा अर्को केटा मा टेनिस बल हान्दै छ,a boy is throwing tennis balls at another boy
e996zZ0uV_A_68_72 ,एक केटाले अर्को केटामा टेनिस बल हान्यो,a boy tosses tennis balls at another boy
e996zZ0uV_A_68_72 ,एक बच्चाले अर्को बच्चालाई बल फ्याँक्छ,a kid throws balls at another kid
e996zZ0uV_A_68_72 ,एकजना मानिसले बच्चालाई टेनिस बल फ्याँकिरहेको छ,a man is throwing a tennis ball at a kid
e996zZ0uV_A_68_72 ,एक मानिसले अर्को मानिसलाई बल फ्याँकिरहेको छ,a man is throwing balls at another man
e996zZ0uV_A_68_72 ,एकजना मानिसले अर्को मानिसलाई टेनिस बल हानेको छ,a man is throwing tennis balls at another man
e996zZ0uV_A_68_72 ,एक व्यक्तिले अर्को मानिसलाई टेनिस बल फ्याँक्यो,a man throws tennis balls at another man
e996zZ0uV_A_68_72 ,एउटा केटाले अर्को केटामा बल हानेको छ,one boy is throwing balls on the other boy
e996zZ0uV_A_68_72 ,एक युवकले अर्कोलाई टेनिस बल हानेको छ,one young man is throwing tennis balls at another
e996zZ0uV_A_68_72 ,केटाले अर्को केटामा बल फ्याँकिरहेको छ,the boy is throwing balls at another boy
e996zZ0uV_A_68_72 ,केटाले अर्को केटालाई टेनिस बल हान्यो,the boy threw tennis balls at another boy
e996zZ0uV_A_68_72 ,मानिसले बल फ्याँक्यो र अर्को मानिसलाई हिर्क्यो,the man threw balls and hit the other man
e996zZ0uV_A_68_72 ,दुई केटाहरू बलसँग खेलिरहेका छन्,two boys are playing with balls
e996zZ0uV_A_68_72 ,केटा बल संग खेल्दै छ,boy are playing with ball
e996zZ0uV_A_68_72 ,एकजना मानिसले हामीलाई दुई पागल भाइहरूको बारेमा बताइरहेका छन्,a man is telling us about two mad brothers
e996zZ0uV_A_68_72 ,एक वृद्ध मानिस र एक जवान केटा छलफलमा,an elderly man and a young boy in a discussion
e996zZ0uV_A_68_72 ,एउटा केटाले बच्चालाई बलले हिर्काउँदैछ,a boy is hitting a kid with a balls
e996zZ0uV_A_68_72 ,मान्छे बोल्दै छ,the man is talking
e996zZ0uV_A_68_72 ,एक केटाले अर्को केटालाई बल फ्याँक्छ,a boy throws balls at another boy
e996zZ0uV_A_68_72 ,एक केटा अर्को केटा मा टेनिस बल हान्दै छ,a boy is throwing tennis balls at another boy
e996zZ0uV_A_68_72 ,एउटा केटो,a boy
e996zZ0uV_A_68_72 ,ब्याट र संस्करण,bats and edition
e996zZ0uV_A_68_72 ,दुई केटा क्रिकेट खेल्दै,two boys playing cricket
e996zZ0uV_A_68_72 ,एक केटा अर्को केटा मा टेनिस बल हान्दै छ,a boy is throwing tennis balls at another boy
e996zZ0uV_A_68_72 ,केटाहरू खेलिरहेका छन्,guys are playing
e996zZ0uV_A_68_72 ,दुई केटाहरू बलसँग खेलिरहेका छन्,two boys are playing with ball
e996zZ0uV_A_68_72 ,एउटा केटाले अर्को केटालाई कुटिरहेको छ,a boy is beating an another boy
e996zZ0uV_A_68_72 ,एउटा केटाले अर्को केटामा बल हानेको छ,a boy is throwing balls at another boy
eKtsMfmQ_0s_61_68 ,पिज्जा आटा बनाउने मान्छे,a man making pizza dough
eKtsMfmQ_0s_61_68 ,एक जना मानिसले आटा बनाउनको लागि कचौरामा पीठो र पानी मिलाउँदै छ,a man is combining flour and water in a bowl to make dough
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा आटा मिसाउँदै छ,a man is mixing dough in a bowl
eKtsMfmQ_0s_61_68 ,एउटा मानिस चम्चामा आटा मिलाउँदै छ,a man is mixing dough with spoon
eKtsMfmQ_0s_61_68 ,एक मानिस कचौरामा सुख्खा सामग्रीहरू मिसाउँदै छन्,a man is mixing dry ingredients in a bowl
eKtsMfmQ_0s_61_68 ,एकजना मानिसले कचौरामा पीठो मिसाउँदै केही प्रकारका काँटाका भाँडाहरू प्रयोग गर्दै,a man is mixing flour in a bowl using some type of forked utensil
eKtsMfmQ_0s_61_68 ,एक मानिस पीठो बनाउन पीठो मिसाउँदै छ,a man is mixing flour to make dough
eKtsMfmQ_0s_61_68 ,एक मानिस कचौरामा सामग्रीहरू मिलाउँदै छ,a man is mixing ingredients in a bowl
eKtsMfmQ_0s_61_68 ,एक मानिस अवयवहरू मिश्रण गर्दैछ,a man is mixing ingredients
eKtsMfmQ_0s_61_68 ,एक जना मानिसले पीठो मिसाउँदै छ,a man is mixing some flour
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा आटाको मिश्रण हलाउँदै छ,a man is stirring a dough mixture in a bowl
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा पीठो हाल्दै छ,a man is stirring dough in a bowl
eKtsMfmQ_0s_61_68 ,एउटा मानिसले कचौरामा पीठो मिसाउछ,a man mixes flour in a bowl
eKtsMfmQ_0s_61_68 ,एक मानिस मिश्रण हलचल,a man stirs a mixture
eKtsMfmQ_0s_61_68 ,एउटा मानिसले कचौरामा पीठो हाल्छ,a man stirs flour in a bowl
eKtsMfmQ_0s_61_68 ,एउटा मानिसले पीठो हाल्छ,a man stirs flour
eKtsMfmQ_0s_61_68 ,आटा मिसाइँदैछ,dough is being mixed
eKtsMfmQ_0s_61_68 ,मानिसले पीठो मिसाउँदै छ,the man is mixing flour
eKtsMfmQ_0s_61_68 ,मानिसले सुख्खा सामग्रीहरू हलाए,the man stirred the dry ingredients
eKtsMfmQ_0s_61_68 ,मानिसले सुख्खा सामग्रीहरू हलाए,the man stirred the dry ingredients
eKtsMfmQ_0s_61_68 ,एउटा मानिसले एउटा कचौरामा पिज्जाको आटा मिसाउँदै छ,a man mixes pizza dough in a bowl
eKtsMfmQ_0s_61_68 ,एउटा मानिस एउटा भाँडोमा केही मिसाउँदै छ,a man is mixing something in a bowl
eKtsMfmQ_0s_61_68 ,मान्छे पिज्जा आटा रेसिपी हो,the man is pizza dough recipes
eKtsMfmQ_0s_61_68 ,कोही आटा मिसाउँदै छन्,someone is mixing dough
eKtsMfmQ_0s_61_68 ,एक मानिसले कचौरामा सामग्रीहरू मिलाउँछ,a man mixes ingredients in a bowl
eKtsMfmQ_0s_61_68 ,मानिस आटा तयार गर्दैछ,the man is preparing dough
eKtsMfmQ_0s_61_68 ,एक जना मानिस गहुँको धुलो मिलाउँदै छ,a man is mixing wheat powder
eKtsMfmQ_0s_61_68 ,एक मानिस केहि पकाउँदै छ,a man is cooking somthing
eKtsMfmQ_0s_61_68 ,आटा कसरी मिलाउने भनेर चित्रण गर्ने मान्छे,a man illustrating how to mix dough
eKtsMfmQ_0s_61_68 ,कोठामा एक वृद्ध मानिस उभिरहेको छ,an old man is standing in the room
eKtsMfmQ_0s_61_68 ,एक मानिस पिज्जा बनाउनको लागि आटा तयार गर्दैछ,a man is preparing dough for making pizza
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा आटा मिसाउँदै छ,a man is mixing dough in a bowl
eKtsMfmQ_0s_61_68 ,एक मानिस पीठो मिसाउँदै छ,a man is mixing flour
eKtsMfmQ_0s_61_68 ,एक मानिस केहि मिसाउँदै छ,a man is mixing something
eKtsMfmQ_0s_61_68 ,एउटा मानिसले एउटा कचौरामा आटा मिसाउँदै छ,a man mixes some dough in a bowl
eKtsMfmQ_0s_61_68 ,एक मानिस सामग्री प्रयोग गरेर पिज्जा तयार गर्दैछ,a man is preparing pizza using ingredients
eKtsMfmQ_0s_61_68 ,एकजना मानिस एउटा ठूलो मिश्रणको भाँडोले पिठो हलाउँदै छ,a man is stirring a batter with a large mixing utensil
eKtsMfmQ_0s_61_68 ,कसैले खाना मिलाउँदै छ,someone is mixing meal
eKtsMfmQ_0s_61_68 ,एक मानिस पीठो मिसाउँदै छ,a man is mixing flour
eKtsMfmQ_0s_61_68 ,आफ्नो घरमा पिज्जा कसरी बनाउने भनेर देखाउने मान्छे,a man showing how to make your own home made pizza
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा आटाका सामग्रीहरू हलचल गर्दैछ,a man is stirring dough ingredients in a bowl
eKtsMfmQ_0s_61_68 ,पिज्जा कसरी पकाउने भनेर देखाउने मान्छे,a man showing how to cook pizza
eKtsMfmQ_0s_61_68 ,एक मानिस पिज्जा आटा रेसिपीहरू बनाउँदै हुनुहुन्छ,a man is making pizza dough recipes
eKtsMfmQ_0s_61_68 ,कोही आटा हल्लाइरहेको छ,someone is stirring dough
eKtsMfmQ_0s_61_68 ,एक मानिस पीठो मिसाउँदै छ,a man is mixing flour
eKtsMfmQ_0s_61_68 ,एक व्यक्ति पीठो मिसाउँदै छ,a person is mixing the flour
eKtsMfmQ_0s_61_68 ,केही अद्वितीय पिज्जा व्यञ्जनहरु देखाउने छोटो क्लिप,a short clip showing some unique pizaa recipes
eKtsMfmQ_0s_61_68 ,एक व्यक्ति पिज्जा नुस्खा देखाउँदै छ,a person is showing pizza recipe
eKtsMfmQ_0s_61_68 ,एक मानिस ह्यान्ड ब्लेंडरको साथ केही मिश्रण तयार गर्दैछ,a man is preparing some mixture with hand blender
eKtsMfmQ_0s_61_68 ,एक मान्छे पिज्जा कसरी बनाउने देखाउँछ,a man show how to make a pizza
eKtsMfmQ_0s_61_68 ,एक मानिस पिज्जाको आटा मिलाउँदै छ,a man is mixing pizza dough
eKtsMfmQ_0s_61_68 ,पिज्जा आटा व्यञ्जनहरु तयारी गर्दै,preparing pizza dough recipes
eKtsMfmQ_0s_61_68 ,पिज्जा आटा रेसिपीहरू बनाउने पुरुष,a men making pizza dough recipes
eKtsMfmQ_0s_61_68 ,मानिसले पीठो मिसाउँदै छ,the man is mixing flour
eKtsMfmQ_0s_61_68 ,एक मानिस पिज्जा आटा तयार गर्दैछ,a man is prepairing pizza dough
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा पीठो मिसाउँदै छ,a man is mixing flour in a bowl
eKtsMfmQ_0s_61_68 ,एउटा मानिस कचौरामा आटा मिसाउँदै छ,a man is mixing dough in a bowl
eKtsMfmQ_0s_61_68 ,कसैले पीठोमा पीठो हाल्छ,someone stirs flour into dough
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिड्दै छिन्,a woman is walking along a pavement
ePujnD4qJO0_62_77 ,एउटी महिला शहरको फुटपाथमा हिंडिरहेकी छिन्,a woman is walking down a city sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला शहरको फुटपाथमा हिंडिरहेकी छिन्,a woman is walking down a city sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला सहरको सडकमा हिड्दै छिन्,a woman is walking down a city street
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिंडिरहेकी छिन्,a woman is walking down a sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिड्दै छिन्,a woman is walking down the sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking in the street
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking in the streets
ePujnD4qJO0_62_77 ,पृष्ठभूमिमा संगीत बज्दा एउटी महिला सडकको फुटपाथमा हिंडिरहेकी छिन्,a woman is walking on a pavement of a street as music plays in the background
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिड्दै छिन्,a woman is walking on the sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला लेन तल हिंड्दै,a woman walks down a lane
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिंड्दै,a woman walks down the sidewalk
ePujnD4qJO0_62_77 ,एक महिला फुटपाथमा हिंड्दै,a woman walks on a sidewalk
ePujnD4qJO0_62_77 ,महिला सडकमा हिँडे,the lady walked down the street
ePujnD4qJO0_62_77 ,महिला सडकमा हिँडे,the lady walked down the street
ePujnD4qJO0_62_77 ,महिला हिड्दै छिन्,the woman is walking
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,महिलाहरु सडकमा हिडिरहेका छन्,the women is walking on the street
ePujnD4qJO0_62_77 ,एक महिला फुटपाथ तल हिंड्दै,a woman walking down a sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिंड्दै,a woman walks down a sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला बाटोमा हिड्दै छिन्,a lady is walking on the road
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking on the street
ePujnD4qJO0_62_77 ,एउटी महिला बाटोमा हिड्दै छिन्,a lady is walking on the road
ePujnD4qJO0_62_77 ,कालो पहिरन लगाएकी एउटी महिलाले सडकमा हिंड्दा स्केटबोर्डमा खुट्टा नभएको मानिसलाई बेवास्ता गर्छिन्,a woman dressed in black ignores a man with no legs on a skateboard as she walks down the street
ePujnD4qJO0_62_77 ,कालो लुगा लगाएकी एउटी महिला फुटपाथमा हिंडिरहेकी छिन्,a woman in a black dress is walking down a sidewalk
ePujnD4qJO0_62_77 ,एउटी केटी बाटोमा हिड्दै छिन्,a girl is walking on the road
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,एउटी महिला बाटोमा हिड्दै छिन्,a lady is walking in the road
ePujnD4qJO0_62_77 ,एउटी महिला सडकको फुटपाथमा हिड्दै छिन्,a lady is walking on the pavement of a road
ePujnD4qJO0_62_77 ,एक महिला हिड्दै,a lady walking
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिंडिरहेकी छिन्,a woman is walking down a sidewalk
ePujnD4qJO0_62_77 ,बस्ती छिमेक बारे एक संगीत भिडियो,a music video about a ghetto neighborhood
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,बाटोमा हिड्दै एक महिला,a woman walking on road
ePujnD4qJO0_62_77 ,एउटी महिला हिड्दै छिन्,one lady is walkling
ePujnD4qJO0_62_77 ,एउटी महिला हिड्दै छिन्,a woman is walking
ePujnD4qJO0_62_77 ,एउटी युवती सडकमा अनौपचारिक रूपमा हिँडिरहेकी छिन्,a young lady walking casually on a street happily singing to herself
ePujnD4qJO0_62_77 ,पर्खालको बाटोमा हिँडिरहेकी एउटी महिला र अरु केही व्यक्ति पनि त्यही बाटोमा हिडिरहेका छन्,a woman walking on a road along the wall and few other person also walking on the same road
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा घुमिरहेकी छिन्,a woman is roaming in the street
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down the street
ePujnD4qJO0_62_77 ,एउटी महिला फुटपाथमा हिड्दै छिन्,a woman is walking down the sidewalk
ePujnD4qJO0_62_77 ,एउटी महिला बाटोमा हिड्दै छिन्,a lady is walking on the road
ePujnD4qJO0_62_77 ,एक महिला पैदल,a women walk
ePujnD4qJO0_62_77 ,ठूलो आक्रमण अधूरा सहानुभूति मुख्यालय,massive attack unfinished sympathy hq
ePujnD4qJO0_62_77 ,एक महिला सडकमा हिडिरहेका छन्,a women is walking in the street
ePujnD4qJO0_62_77 ,एउटी केटी हिड्दै छ,a girl is walking
ePujnD4qJO0_62_77 ,एउटी महिला सडकमा हिड्दै छिन्,a woman is walking down a street
eTnlw7v8ea0_36_50 ,कसैले फ्रेन्च फ्राइजलाई ठूलो केतलीमा फ्याँक्दै गहिरो फ्राइ गर्दैछ,someone is dropping french fries individually into a large kettle and deep frying them
eTnlw7v8ea0_36_50 ,एक व्यक्तिले फ्रेन्च फ्राइज बनाउँछ,a person makes french fries
eTnlw7v8ea0_36_50 ,एक व्यक्ति फ्रेन्च फ्राइज बनाउँदै हुनुहुन्छ,a person is making french fries
eTnlw7v8ea0_36_50 ,एक व्यक्ति खाना फ्राइरहेछ,a person is frying a food
eTnlw7v8ea0_36_50 ,एउटी महिला केहि भुटेको छ,a woman is frying something
eTnlw7v8ea0_36_50 ,एक व्यक्तिले उमालेको पानीको भाँडोमा आलुको टुक्रा हाल्छ,a person puts potato wedges into a pot of boiling water
eTnlw7v8ea0_36_50 ,कसैले भाँडामा फ्रेन्च फ्राइज राख्दै छ,someone is putting french fries into a pot
eTnlw7v8ea0_36_50 ,कोही आलु फ्राइरहेछ,someone is frying potatoes
eTnlw7v8ea0_36_50 ,कोही केहि भुटेको छ,someone is frying something
eTnlw7v8ea0_36_50 ,एक व्यक्तिले केही तेलमा फ्रेन्च फ्राइज थप्दैछ,a person is adding french fries to some oil
eTnlw7v8ea0_36_50 ,कसैले तातो तेलमा काँचो फ्रेन्च फ्राइज थप्यो,someone added raw french fries to the hot oil
eTnlw7v8ea0_36_50 ,कुकले फ्रेन्च फ्राइज फ्राइ गर्दैछ,the cook is frying french fries
eTnlw7v8ea0_36_50 ,कुकले उमालेको पानीमा चाउचाउ हाल्छ,a cook puts noodles into some boiling water
eTnlw7v8ea0_36_50 ,महिलाले तातो तेलमा आलुको स्ट्रिप्स थपिन्,the lady added potatoes strips to the hot oil
eTnlw7v8ea0_36_50 ,कोही फ्रेन्च फ्राइ फ्राइ गर्दै छन्,someone is frying french fries
eTnlw7v8ea0_36_50 ,फ्रेन्च फ्राइजको लागि नुस्खा,racipe for the french fries
eTnlw7v8ea0_36_50 ,केही खानेकुरा फ्राइ गर्दै,frying some foods
eTnlw7v8ea0_36_50 ,फ्रेन्च फ्राइज कसरी बनाउने,how to make french fries
eTnlw7v8ea0_36_50 ,व्यक्तिले केहि पकाउँदैछ,the person is cooking the something
eTnlw7v8ea0_36_50 ,एक कुकले तातो तेलको भाँडोमा फ्रेन्च फ्राइज छोड्दै छ,a cook is dropping french fries into a pot of hot oil
eTnlw7v8ea0_36_50 ,एक व्यक्ति फ्रेन्च फ्राइज पकाउँदै हुनुहुन्छ,a person is cooking french fries
eTnlw7v8ea0_36_50 ,एक मानिस आफ्नो भान्सा पकाउँदै,a man cooking his kichen
eTnlw7v8ea0_36_50 ,मानिसले फ्रेन्च फ्राइज तेलमा हाल्दै छ,the man is dropping french fries into the oil
eTnlw7v8ea0_36_50 ,फ्रेन्च फ्राइज भिडियो कसरी बनाउने,how to make french fries video
eTnlw7v8ea0_36_50 ,कसैले तेलको प्यानमा केही फ्रेन्च फ्राइज राख्दैछ,someone is putting some french fries into a pan of oil
eTnlw7v8ea0_36_50 ,कसैले उमालेको तेलमा आलुको स्ट्रिप्स छोड्छ,someone drops potato strips in boiling oil
eTnlw7v8ea0_36_50 ,व्यक्तिले केहि पकाउँदैछ,the person is cooking the something
eVSQiPbepXg_44_49 ,एक महिला कागज पढ्दै,a woman reading a paper
eVSQiPbepXg_44_49 ,एउटी महिला पत्रिका पढिरहेकी छिन्,a female is reading a magazine
eVSQiPbepXg_44_49 ,एउटी केटी पत्रिका पढिरहेकी छिन्,a girl is reading a magazine
eVSQiPbepXg_44_49 ,एउटी केटी पत्रिका पढिरहेकी छिन्,a girl is reading a magazine
eVSQiPbepXg_44_49 ,एउटी केटी समाचार पढ्दै छिन्,a girl is reading a news paper
eVSQiPbepXg_44_49 ,एउटी केटी पत्रिका पढिरहेकी छिन्,a girl is reading a newspaper
eVSQiPbepXg_44_49 ,एउटी केटी पत्रिका पढिरहेकी छिन्,a girl is reading a newspaper
eVSQiPbepXg_44_49 ,एउटी केटी पत्रिका पढिरहेकी छिन्,a girl is reading a newspaper
eVSQiPbepXg_44_49 ,एउटी केटी पेपर पढ्दै छिन्,a girl is reading a paper
eVSQiPbepXg_44_49 ,एउटी केटी पढ्दै छिन्,a girl is reading
eVSQiPbepXg_44_49 ,एक केटी पत्रिका मार्फत पृष्ठहरू,a girl pages through a magazine
eVSQiPbepXg_44_49 ,एउटी केटी बोहेमियन पढ्दै थिई,a girl was reading the bohemian
eVSQiPbepXg_44_49 ,एउटी महिला पत्रिका मार्फत पल्टिरहेकी छिन्,a woman is flipping through a magazine
